id,name,class,mass (g),mass (kg),fall,year,latitude,longitude,GeoLocation
46696,Grove Mountains 020136,L4,3.31,0.00331,Found,2003,-72.97917,75.26278,"(-72.97917, 75.26278)"
47766,Grove Mountains 020287,H4,3.33,0.00333,Found,2003,-72.983889,75.246389,"(-72.983889, 75.246389)"
47982,Grove Mountains 022461,L6,3.33,0.00333,Found,2003,-72.773889,75.326944,"(-72.773889, 75.326944)"
47928,Grove Mountains 022241,L6,3.34,0.00334,Found,2003,-72.778889,75.311111,"(-72.778889, 75.311111)"
30598,Frontier Mountain 03040,H5,3.35,0.00335,Found,2003,-72.95161,160.51408,"(-72.95161, 160.51408)"
49752,Grove Mountains 020305,L5,3.36,0.00336,Found,2003,-72.98389,75.24639,"(-72.98389, 75.24639)"
50189,Grove Mountains 023754,L5,3.36,0.00336,Found,2003,-72.98417,75.25222,"(-72.98417, 75.25222)"
30613,Frontier Mountain 03055,H4,3.37,0.00337,Found,2003,-72.95131,160.45906,"(-72.95131, 160.45906)"
49823,Grove Mountains 021476,L6,3.38,0.00338,Found,2003,-72.94111,75.29028,"(-72.94111, 75.29028)"
49845,Grove Mountains 021628,H4 ,3.38,0.00338,Found,2003,-72.79167,75.29083,"(-72.79167, 75.29083)"
49912,Grove Mountains 021934,H4 ,3.38,0.00338,Found,2003,-72.77639,75.31944,"(-72.77639, 75.31944)"
46688,Grove Mountains 020123,H5,3.39,0.00339,Found,2003,-72.97778,75.26,"(-72.97778, 75.26)"
49860,Grove Mountains 021696,L6,3.41,0.00341,Found,2003,-72.77361,75.3475,"(-72.77361, 75.3475)"
46718,Grove Mountains 020163,L6,3.42,0.00342,Found,2003,-72.97639,75.265,"(-72.97639, 75.265)"
49971,Grove Mountains 022273,L6,3.42,0.00342,Found,2003,-72.7783,75.3139,"(-72.7783, 75.3139)"
49919,Grove Mountains 021959,L5,3.42,0.00342,Found,2003,-72.7731,75.3436,"(-72.7731, 75.3436)"
49954,Grove Mountains 022184,L6,3.44,0.00344,Found,2003,-72.78111,75.29222,"(-72.78111, 75.29222)"
47908,Grove Mountains 022049,L6,3.44,0.00344,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
50103,Grove Mountains 022924,L4,3.44,0.00344,Found,2003,-72.77472,75.32361,"(-72.77472, 75.32361)"
30589,Frontier Mountain 03031,H6,3.44,0.00344,Found,2003,-72.95203,160.50939,"(-72.95203, 160.50939)"
47935,Grove Mountains 022259,L6,3.45,0.00345,Found,2003,-72.778889,75.311111,"(-72.778889, 75.311111)"
48046,Grove Mountains 022933,L5,3.45,0.00345,Found,2003,-72.774444,75.320278,"(-72.774444, 75.320278)"
48041,Grove Mountains 022923,H3,3.47,0.00347,Found,2003,-72.774722,75.323333,"(-72.774722, 75.323333)"
48042,Grove Mountains 022926,H6,3.47,0.00347,Found,2003,-72.774722,75.324167,"(-72.774722, 75.324167)"
48040,Grove Mountains 022916,L5,3.48,0.00348,Found,2003,-72.775,75.32,"(-72.775, 75.32)"
47899,Grove Mountains 021995,H6,3.48,0.00348,Found,2003,-72.775278,75.3475,"(-72.775278, 75.3475)"
47965,Grove Mountains 022391,H5,3.49,0.00349,Found,2003,-72.774722,75.322222,"(-72.774722, 75.322222)"
47906,Grove Mountains 022018,LL6,3.5,0.0035,Found,2003,-72.781111,75.319167,"(-72.781111, 75.319167)"
47886,Grove Mountains 021952,L6,3.5,0.0035,Found,2003,-72.773056,75.341667,"(-72.773056, 75.341667)"
46682,Grove Mountains 020117,L5,3.51,0.00351,Found,2003,-72.97667,75.26694,"(-72.97667, 75.26694)"
30698,Grove Mountains 021496,LL6,3.6,0.0036,Found,2003,-72.94167,75.30583,"(-72.94167, 75.30583)"
46678,Grove Mountains 020107,L5,3.68,0.00368,Found,2003,-72.98,75.25639,"(-72.98, 75.25639)"
30603,Frontier Mountain 03045,H6,3.71,0.00371,Found,2003,-72.95194,160.52222,"(-72.95194, 160.52222)"
46715,Grove Mountains 020160,H5,3.72,0.00372,Found,2003,-72.97833,75.26056,"(-72.97833, 75.26056)"
46533,Grove Mountains 020131,L6,3.81,0.00381,Found,2003,-72.97694,75.26111,"(-72.97694, 75.26111)"
30614,Frontier Mountain 03056,H5,3.84,0.00384,Found,2003,-72.95164,160.45825,"(-72.95164, 160.45825)"
46756,Grove Mountains 021525,Mesosiderite,3.87,0.00387,Found,2003,-72.96083,75.24722,"(-72.96083, 75.24722)"
49838,Grove Mountains 021592,H4,3.88,0.00388,Found,2003,-72.85222,75.21944,"(-72.85222, 75.21944)"
48971,Dhofar 1488,Eucrite-pmict,3.9,0.0039,Found,2003,19.16833,54.67155,"(19.16833, 54.67155)"
7612,Dhofar 909,Lunar (anorth),3.9,0.0039,Found,2003,19.33015,54.77972,"(19.33015, 54.77972)"
49931,Grove Mountains 022013,L5,3.9,0.0039,Found,2003,-72.78111,75.31778,"(-72.78111, 75.31778)"
50102,Grove Mountains 022922,H5,3.91,0.00391,Found,2003,-72.77472,75.32306,"(-72.77472, 75.32306)"
49798,Grove Mountains 020797,L6,3.96,0.00396,Found,2003,-72.98389,75.25,"(-72.98389, 75.25)"
49918,Grove Mountains 021955,L6,3.97,0.00397,Found,2003,-72.77306,75.3425,"(-72.77306, 75.3425)"
50208,Grove Mountains 024130,H6,3.99,0.00399,Found,2003,-72.985,75.25667,"(-72.985, 75.25667)"
49865,Grove Mountains 021732,L6,3.99,0.00399,Found,2003,-72.78889,75.29472,"(-72.78889, 75.29472)"
30577,Frontier Mountain 03018,H6,3.99,0.00399,Found,2003,-72.95308,160.4765,"(-72.95308, 160.4765)"
50006,Grove Mountains 022415,H4,4,0.004,Found,2003,-72.77667,75.33639,"(-72.77667, 75.33639)"
49933,Grove Mountains 022046,L6 ,4.04,0.00404,Found,2003,-72.77861,75.31528,"(-72.77861, 75.31528)"
49883,Grove Mountains 021807,H5 ,4.05,0.00405,Found,2003,-72.77472,75.33083,"(-72.77472, 75.33083)"
47941,Grove Mountains 022281,L6,4.09,0.00409,Found,2003,-72.778333,75.313889,"(-72.778333, 75.313889)"
48966,Dhofar 1483,Eucrite-pmict,4.1,0.0041,Found,2003,19.16797,54.6722,"(19.16797, 54.6722)"
47891,Grove Mountains 021965,L6,4.12,0.00412,Found,2003,-72.773056,75.345278,"(-72.773056, 75.345278)"
48016,Grove Mountains 022780,H5,4.13,0.00413,Found,2003,-72.775,75.330556,"(-72.775, 75.330556)"
47974,Grove Mountains 022416,L5,4.13,0.00413,Found,2003,-72.776667,75.336667,"(-72.776667, 75.336667)"
47850,Grove Mountains 021733,H4,4.14,0.00414,Found,2003,-72.788889,75.295833,"(-72.788889, 75.295833)"
47833,Grove Mountains 021636,L6,4.14,0.00414,Found,2003,-72.781944,75.321389,"(-72.781944, 75.321389)"
47889,Grove Mountains 021957,L6,4.15,0.00415,Found,2003,-72.773056,75.343056,"(-72.773056, 75.343056)"
47819,Grove Mountains 021585,L6,4.16,0.00416,Found,2003,-72.963333,75.255833,"(-72.963333, 75.255833)"
48045,Grove Mountains 022932,H5,4.18,0.00418,Found,2003,-72.774444,75.32,"(-72.774444, 75.32)"
47907,Grove Mountains 022048,L6,4.19,0.00419,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
49964,Grove Mountains 022248,L6,4.22,0.00422,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
46674,Grove Mountains 020102,H5,4.23,0.00423,Found,2003,-72.99667,75.21806,"(-72.99667, 75.21806)"
50099,Grove Mountains 022911,L6,4.25,0.00425,Found,2003,-72.775,75.31861,"(-72.775, 75.31861)"
49842,Grove Mountains 021617,L6,4.25,0.00425,Found,2003,-72.77444,75.32306,"(-72.77444, 75.32306)"
50002,Grove Mountains 022410,H3,4.25,0.00425,Found,2003,-72.7758,75.3303,"(-72.7758, 75.3303)"
49753,Grove Mountains 020307,L4,4.26,0.00426,Found,2003,-72.98389,75.24639,"(-72.98389, 75.24639)"
49731,Grove Mountains 020228,H4,4.31,0.00431,Found,2003,-72.99361,75.21806,"(-72.99361, 75.21806)"
50004,Grove Mountains 022413,L5,4.31,0.00431,Found,2003,-72.77611,75.32,"(-72.77611, 75.32)"
49956,Grove Mountains 022196,L5,4.33,0.00433,Found,2003,-72.78139,75.30556,"(-72.78139, 75.30556)"
49827,Grove Mountains 021533,L6,4.34,0.00434,Found,2003,-72.96306,75.21472,"(-72.96306, 75.21472)"
49738,Grove Mountains 020243,H6,4.38,0.00438,Found,2003,-72.98306,75.22917,"(-72.98306, 75.22917)"
47760,Grove Mountains 020274,H4,4.39,0.00439,Found,2003,-72.988333,75.203611,"(-72.988333, 75.203611)"
47817,Grove Mountains 021562,L4,4.4,0.0044,Found,2003,-72.935278,75.316667,"(-72.935278, 75.316667)"
47857,Grove Mountains 021772,L6,4.41,0.00441,Found,2003,-72.775,75.332778,"(-72.775, 75.332778)"
48091,Grove Mountains 023170,L5,4.47,0.00447,Found,2003,-72.773889,75.339444,"(-72.773889, 75.339444)"
30595,Frontier Mountain 03037,L4,4.47,0.00447,Found,2003,-72.95144,160.51325,"(-72.95144, 160.51325)"
10358,Frontier Mountain 03004,H5/6,4.5,0.0045,Found,2003,-72.95275,160.4975,"(-72.95275, 160.4975)"
46661,Grove Mountains 020071,H5,4.51,0.00451,Found,2003,-72.99889,75.20417,"(-72.99889, 75.20417)"
30610,Frontier Mountain 03052,H6,4.51,0.00451,Found,2003,-72.95358,160.49214,"(-72.95358, 160.49214)"
48079,Grove Mountains 023138,L4,4.52,0.00452,Found,2003,-72.773333,75.336389,"(-72.773333, 75.336389)"
47948,Grove Mountains 022319,L6,4.53,0.00453,Found,2003,-72.773611,75.3325,"(-72.773611, 75.3325)"
47964,Grove Mountains 022390,L5,4.53,0.00453,Found,2003,-72.773611,75.341944,"(-72.773611, 75.341944)"
46669,Grove Mountains 020089,H5,4.56,0.00456,Found,2003,-73.00361,75.25139,"(-73.00361, 75.25139)"
47963,Grove Mountains 022389,L6,4.56,0.00456,Found,2003,-72.775,75.331389,"(-72.775, 75.331389)"
30514,Dhofar 1224,Lunar (anorth),4.57,0.00457,Found,2003,19.32675,54.77512,"(19.32675, 54.77512)"
47767,Grove Mountains 020291,L6,4.57,0.00457,Found,2003,-72.983889,75.246389,"(-72.983889, 75.246389)"
47888,Grove Mountains 021954,L6,4.57,0.00457,Found,2003,-72.773056,75.342222,"(-72.773056, 75.342222)"
30567,Frontier Mountain 03008,H6,4.67,0.00467,Found,2003,-72.95111,160.51078,"(-72.95111, 160.51078)"
30709,Grove Mountains 021615,L5,4.7,0.0047,Found,2003,-72.77361,75.33361,"(-72.77361, 75.33361)"
46722,Grove Mountains 020169,L3,4.78,0.00478,Found,2003,-72.97806,75.26028,"(-72.97806, 75.26028)"
46691,Grove Mountains 020126,H5,4.79,0.00479,Found,2003,-72.9775,75.26083,"(-72.9775, 75.26083)"
48968,Dhofar 1485,Eucrite-pmict,4.8,0.0048,Found,2003,19.16525,54.67247,"(19.16525, 54.67247)"
46713,Grove Mountains 020157,L5,4.8,0.0048,Found,2003,-72.97722,75.26778,"(-72.97722, 75.26778)"
12192,Johannessen Nunataks 03016,H6,4.8,0.0048,Found,2003,-72.833,161.22319,"(-72.833, 161.22319)"
35646,Ramlat as Sahmah 213,H5,4.99,0.00499,Found,2003,20.58912,55.87035,"(20.58912, 55.87035)"
30693,Grove Mountains 020297,L5,5,0.005,Found,2003,-72.98389,75.24639,"(-72.98389, 75.24639)"
30585,Frontier Mountain 03027,L3-6,5,0.005,Found,2003,-72.95275,160.49819,"(-72.95275, 160.49819)"
46663,Grove Mountains 020081,L6,5.03,0.00503,Found,2003,-72.99556,75.22056,"(-72.99556, 75.22056)"
30717,Grove Mountains 023771,L5,5.1,0.0051,Found,2003,-72.98444,75.25,"(-72.98444, 75.25)"
46719,Grove Mountains 020164,L3,5.2,0.0052,Found,2003,-72.97667,75.26583,"(-72.97667, 75.26583)"
46670,Grove Mountains 020091,H4,5.32,0.00532,Found,2003,-72.99583,75.2275,"(-72.99583, 75.2275)"
30602,Frontier Mountain 03044,H6,5.4,0.0054,Found,2003,-72.95194,160.52222,"(-72.95194, 160.52222)"
49967,Grove Mountains 022258,L5,5.45,0.00545,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
46647,Grove Mountains 020056,L6,5.46,0.00546,Found,2003,-72.99861,75.19806,"(-72.99861, 75.19806)"
49786,Grove Mountains 020576,L5,5.47,0.00547,Found,2003,-72.98361,75.24722,"(-72.98361, 75.24722)"
49934,Grove Mountains 022047,L6,5.48,0.00548,Found,2003,-72.77861,75.31528,"(-72.77861, 75.31528)"
46514,Grove Mountains 020044,H3,5.52,0.00552,Found,2003,-72.99389,75.2125,"(-72.99389, 75.2125)"
50005,Grove Mountains 022414,L5,5.53,0.00553,Found,2003,-72.77528,75.32583,"(-72.77528, 75.32583)"
30609,Frontier Mountain 03051,H6,5.54,0.00554,Found,2003,-72.95358,160.49214,"(-72.95358, 160.49214)"
49917,Grove Mountains 021951,H4 ,5.56,0.00556,Found,2003,-72.77306,75.34139,"(-72.77306, 75.34139)"
30746,Lucerne Valley 026,L5,5.6,0.0056,Found,2003,34.5001,-116.94217,"(34.5001, -116.94217)"
49925,Grove Mountains 021977,H5 ,5.66,0.00566,Found,2003,-72.77389,75.34278,"(-72.77389, 75.34278)"
50162,Grove Mountains 023301,L6,5.71,0.00571,Found,2003,-72.775,75.33889,"(-72.775, 75.33889)"
46662,Grove Mountains 020080,H5,5.77,0.00577,Found,2003,-72.99028,75.27778,"(-72.99028, 75.27778)"
46679,Grove Mountains 020108,H4,5.79,0.00579,Found,2003,-72.98028,75.25556,"(-72.98028, 75.25556)"
49981,Grove Mountains 022318,L6,5.79,0.00579,Found,2003,-72.77333,75.33917,"(-72.77333, 75.33917)"
49953,Grove Mountains 022183,L6,5.82,0.00582,Found,2003,-72.7811,75.2922,"(-72.7811, 75.2922)"
50097,Grove Mountains 022909,LL6,5.83,0.00583,Found,2003,-72.775,75.3181,"(-72.775, 75.3181)"
47926,Grove Mountains 022235,L6,5.92,0.00592,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
47938,Grove Mountains 022271,L6,5.94,0.00594,Found,2003,-72.778333,75.311944,"(-72.778333, 75.311944)"
44718,Lucerne Valley 051,L5,6,0.006,Found,2003,34.525,-116.95333,"(34.525, -116.95333)"
35394,Northwest Africa 4271,Eucrite-pmict,6,0.006,Found,2003,27.95,-7.83333,"(27.95, -7.83333)"
47922,Grove Mountains 022217,L6,6,0.006,Found,2003,-72.778333,75.320833,"(-72.778333, 75.320833)"
47882,Grove Mountains 021933,L5,6.01,0.00601,Found,2003,-72.776389,75.319167,"(-72.776389, 75.319167)"
46524,Grove Mountains 020095,L6,6.05,0.00605,Found,2003,-72.99528,75.20667,"(-72.99528, 75.20667)"
47973,Grove Mountains 022412,L6,6.08,0.00608,Found,2003,-72.776389,75.316389,"(-72.776389, 75.316389)"
47851,Grove Mountains 021736,L6,6.11,0.00611,Found,2003,-72.789444,75.292222,"(-72.789444, 75.292222)"
48018,Grove Mountains 022782,L5,6.17,0.00617,Found,2003,-72.775556,75.336944,"(-72.775556, 75.336944)"
47845,Grove Mountains 021704,L5,6.2,0.0062,Found,2003,-72.773333,75.3375,"(-72.773333, 75.3375)"
47745,Grove Mountains 020222,L5,6.24,0.00624,Found,2003,-72.987222,75.209722,"(-72.987222, 75.209722)"
47914,Grove Mountains 022152,L6,6.24,0.00624,Found,2003,-72.778889,75.313611,"(-72.778889, 75.313611)"
30601,Frontier Mountain 03043,H4-5,6.32,0.00632,Found,2003,-72.95192,160.51983,"(-72.95192, 160.51983)"
49952,Grove Mountains 022167,L6,6.33,0.00633,Found,2003,-72.78167,75.30389,"(-72.78167, 75.30389)"
49955,Grove Mountains 022195,L5,6.33,0.00633,Found,2003,-72.78139,75.30556,"(-72.78139, 75.30556)"
49726,Grove Mountains 020219,H4,6.34,0.00634,Found,2003,-72.9925,75.20639,"(-72.9925, 75.20639)"
49962,Grove Mountains 022240,L5,6.35,0.00635,Found,2003,-72.77889,75.31111,"(-72.77889, 75.31111)"
49972,Grove Mountains 022280,L6,6.38,0.00638,Found,2003,-72.77833,75.31389,"(-72.77833, 75.31389)"
49999,Grove Mountains 022405,L5,6.38,0.00638,Found,2003,-72.77278,75.33139,"(-72.77278, 75.33139)"
49729,Grove Mountains 020224,L5,6.4,0.0064,Found,2003,-72.98722,75.20972,"(-72.98722, 75.20972)"
49960,Grove Mountains 022225,L6,6.46,0.00646,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
50014,Grove Mountains 022463,L5,6.46,0.00646,Found,2003,-72.77389,75.32694,"(-72.77389, 75.32694)"
49856,Grove Mountains 021661,H5,6.46,0.00646,Found,2003,-72.77417,75.33111,"(-72.77417, 75.33111)"
47823,Grove Mountains 021605,L6,6.51,0.00651,Found,2003,-72.962778,75.225556,"(-72.962778, 75.225556)"
31307,Red Dry Lake 025,L5/6,6.55,0.00655,Found,2003,35.67947,-114.04338,"(35.67947, -114.04338)"
46652,Grove Mountains 020061,L6,6.55,0.00655,Found,2003,-72.99917,75.22778,"(-72.99917, 75.22778)"
47832,Grove Mountains 021635,L6,6.55,0.00655,Found,2003,-72.784722,75.298889,"(-72.784722, 75.298889)"
48017,Grove Mountains 022781,L6,6.58,0.00658,Found,2003,-72.775,75.330833,"(-72.775, 75.330833)"
47913,Grove Mountains 022137,L6,6.59,0.00659,Found,2003,-72.778889,75.313611,"(-72.778889, 75.313611)"
48039,Grove Mountains 022914,H6,6.59,0.00659,Found,2003,-72.775,75.319444,"(-72.775, 75.319444)"
30705,Grove Mountains 021579,CO3,6.6,0.0066,Found,2003,-72.96528,75.21528,"(-72.96528, 75.21528)"
48038,Grove Mountains 022913,L6,6.63,0.00663,Found,2003,-72.775,75.319167,"(-72.775, 75.319167)"
48035,Grove Mountains 022904,L6,6.64,0.00664,Found,2003,-72.775,75.316667,"(-72.775, 75.316667)"
47839,Grove Mountains 021684,L6,6.65,0.00665,Found,2003,-72.775,75.320833,"(-72.775, 75.320833)"
30592,Frontier Mountain 03034,H5,6.74,0.00674,Found,2003,-72.95156,160.51194,"(-72.95156, 160.51194)"
46692,Grove Mountains 020127,L5,6.77,0.00677,Found,2003,-72.98056,75.2625,"(-72.98056, 75.2625)"
47768,Grove Mountains 020293,L5,6.79,0.00679,Found,2003,-72.983889,75.246389,"(-72.983889, 75.246389)"
47970,Grove Mountains 022404,L6,6.85,0.00685,Found,2003,-72.773611,75.342778,"(-72.773611, 75.342778)"
46707,Grove Mountains 020148,L5,6.88,0.00688,Found,2003,-72.9775,75.26583,"(-72.9775, 75.26583)"
46720,Grove Mountains 020165,L3,6.96,0.00696,Found,2003,-72.97639,75.26306,"(-72.97639, 75.26306)"
30704,Grove Mountains 021563,L4,7,0.007,Found,2003,-72.93444,75.325,"(-72.93444, 75.325)"
46700,Grove Mountains 020140,H6,7.08,0.00708,Found,2003,-72.97722,75.25861,"(-72.97722, 75.25861)"
30568,Frontier Mountain 03009,H6,7.13,0.00713,Found,2003,-72.95131,160.51306,"(-72.95131, 160.51306)"
30594,Frontier Mountain 03036,H5,7.18,0.00718,Found,2003,-72.95144,160.51325,"(-72.95144, 160.51325)"
46672,Grove Mountains 020100,H4,7.25,0.00725,Found,2003,-72.99722,75.20389,"(-72.99722, 75.20389)"
10361,Frontier Mountain 03021,H6,7.3,0.0073,Found,2003,-72.95114,160.46364,"(-72.95114, 160.46364)"
46538,Grove Mountains 020167,L6,7.48,0.00748,Found,2003,-72.97806,75.26361,"(-72.97806, 75.26361)"
30681,Grove Mountains 020090,Martian (shergottite),7.5,0.0075,Found,2003,-72.99944,75.26111,"(-72.99944, 75.26111)"
46716,Grove Mountains 020161,L6,7.6,0.0076,Found,2003,-72.97889,75.26111,"(-72.97889, 75.26111)"
46665,Grove Mountains 020084,L5,7.73,0.00773,Found,2003,-72.99667,75.20833,"(-72.99667, 75.20833)"
30584,Frontier Mountain 03026,L6,7.76,0.00776,Found,2003,-72.95422,160.45097,"(-72.95422, 160.45097)"
47925,Grove Mountains 022234,L6,7.84,0.00784,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
47884,Grove Mountains 021947,H4,7.87,0.00787,Found,2003,-72.773056,75.340278,"(-72.773056, 75.340278)"
46660,Grove Mountains 020070,H4,7.91,0.00791,Found,2003,-72.99917,75.20278,"(-72.99917, 75.20278)"
48036,Grove Mountains 022908,H5,7.93,0.00793,Found,2003,-72.775,75.317778,"(-72.775, 75.317778)"
7618,Dhofar 915,H5,8,0.008,Found,2003,19.205,54.52667,"(19.205, 54.52667)"
47885,Grove Mountains 021948,L6,8,0.008,Found,2003,-72.773056,75.340556,"(-72.773056, 75.340556)"
46721,Grove Mountains 020166,H3,8.02,0.00802,Found,2003,-72.9775,75.26306,"(-72.9775, 75.26306)"
49855,Grove Mountains 021659,H5 ,8.03,0.00803,Found,2003,-72.77306,75.34583,"(-72.77306, 75.34583)"
50095,Grove Mountains 022906,H5 ,8.05,0.00805,Found,2003,-72.775,75.31722,"(-72.775, 75.31722)"
50141,Grove Mountains 023167,L6,8.08,0.00808,Found,2003,-72.77389,75.33944,"(-72.77389, 75.33944)"
50100,Grove Mountains 022919,L6,8.1,0.0081,Found,2003,-72.77472,75.32306,"(-72.77472, 75.32306)"
46683,Grove Mountains 020118,H4,8.12,0.00812,Found,2003,-72.97917,75.26583,"(-72.97917, 75.26583)"
30607,Frontier Mountain 03049,L3,8.18,0.00818,Found,2003,-72.95222,160.46639,"(-72.95222, 160.46639)"
49916,Grove Mountains 021946,L5,8.21,0.00821,Found,2003,-72.7731,75.34,"(-72.7731, 75.34)"
30605,Frontier Mountain 03047,H4/5,8.23,0.00823,Found,2003,-72.95333,160.48944,"(-72.95333, 160.48944)"
50204,Grove Mountains 024061,L5,8.24,0.00824,Found,2003,-72.9819,75.2467,"(-72.9819, 75.2467)"
49744,Grove Mountains 020273,H4,8.25,0.00825,Found,2003,-72.98611,75.21389,"(-72.98611, 75.21389)"
30639,Frontier Mountain 03083,H3-6,8.25,0.00825,Found,2003,-72.99547,160.39372,"(-72.99547, 160.39372)"
50174,Grove Mountains 023586,L4,8.27,0.00827,Found,2003,-72.98417,75.24667,"(-72.98417, 75.24667)"
50003,Grove Mountains 022411,L6,8.28,0.00828,Found,2003,-72.77583,75.32472,"(-72.77583, 75.32472)"
46532,Grove Mountains 020115,L6,8.34,0.00834,Found,2003,-72.97861,75.26611,"(-72.97861, 75.26611)"
47821,Grove Mountains 021596,L6,8.36,0.00836,Found,2003,-72.824722,75.291944,"(-72.824722, 75.291944)"
47949,Grove Mountains 022324,H5,8.36,0.00836,Found,2003,-72.774722,75.330556,"(-72.774722, 75.330556)"
50072,Grove Mountains 022786,L5,8.36,0.00836,Found,2003,-72.77556,75.33806,"(-72.77556, 75.33806)"
47894,Grove Mountains 021976,L6,8.36,0.00836,Found,2003,-72.773889,75.3425,"(-72.773889, 75.3425)"
47811,Grove Mountains 021494,L6,8.39,0.00839,Found,2003,-72.9425,75.299722,"(-72.9425, 75.299722)"
47942,Grove Mountains 022283,L6,8.4,0.0084,Found,2003,-72.779722,75.292778,"(-72.779722, 75.292778)"
10359,Frontier Mountain 03006,H6,8.4,0.0084,Found,2003,-72.95219,160.50636,"(-72.95219, 160.50636)"
47750,Grove Mountains 020242,H5,8.43,0.00843,Found,2003,-72.983056,75.229167,"(-72.983056, 75.229167)"
47915,Grove Mountains 022180,L6,8.44,0.00844,Found,2003,-72.781111,75.292222,"(-72.781111, 75.292222)"
47937,Grove Mountains 022268,L6,8.45,0.00845,Found,2003,-72.778333,75.311944,"(-72.778333, 75.311944)"
47927,Grove Mountains 022239,L6,8.48,0.00848,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
30676,Grove Mountains 020048,H5,8.5,0.0085,Found,2003,-73.00028,75.20222,"(-73.00028, 75.20222)"
48037,Grove Mountains 022912,L6,8.5,0.0085,Found,2003,-72.775,75.318889,"(-72.775, 75.318889)"
50218,Grove Mountains 024447,L5,8.52,0.00852,Found,2003,-72.775,75.34222,"(-72.775, 75.34222)"
49961,Grove Mountains 022233,L6,8.54,0.00854,Found,2003,-72.77861,75.31528,"(-72.77861, 75.31528)"
49882,Grove Mountains 021798,H4,8.54,0.00854,Found,2003,-72.77389,75.32472,"(-72.77389, 75.32472)"
49915,Grove Mountains 021945,L6,8.57,0.00857,Found,2003,-72.77639,75.3225,"(-72.77639, 75.3225)"
49950,Grove Mountains 022144,L6,8.6,0.0086,Found,2003,-72.77889,75.31361,"(-72.77889, 75.31361)"
30570,Frontier Mountain 03011,LL3,8.64,0.00864,Found,2003,-72.95169,160.51428,"(-72.95169, 160.51428)"
30680,Grove Mountains 020082,H5,8.7,0.0087,Found,2003,-72.99639,75.21694,"(-72.99639, 75.21694)"
46697,Grove Mountains 020137,L3,8.75,0.00875,Found,2003,-72.98056,75.25833,"(-72.98056, 75.25833)"
49958,Grove Mountains 022213,L6,8.75,0.00875,Found,2003,-72.77833,75.32083,"(-72.77833, 75.32083)"
49837,Grove Mountains 021583,L4 ,8.81,0.00881,Found,2003,-72.9625,75.23417,"(-72.9625, 75.23417)"
50206,Grove Mountains 024064,H5 ,8.83,0.00883,Found,2003,-72.9975,75.24417,"(-72.9975, 75.24417)"
49970,Grove Mountains 022269,L6,8.84,0.00884,Found,2003,-72.77833,75.31194,"(-72.77833, 75.31194)"
46708,Grove Mountains 020149,L5,8.89,0.00889,Found,2003,-72.97694,75.2675,"(-72.97694, 75.2675)"
30675,Grove Mountains 020047,L5,8.9,0.0089,Found,2003,-72.99944,75.22806,"(-72.99944, 75.22806)"
49951,Grove Mountains 022166,L6,8.93,0.00893,Found,2003,-72.78167,75.30389,"(-72.78167, 75.30389)"
47903,Grove Mountains 022005,L6,8.93,0.00893,Found,2003,-72.776389,75.348611,"(-72.776389, 75.348611)"
46519,Grove Mountains 020073,L6,9,0.009,Found,2003,-72.99889,75.21278,"(-72.99889, 75.21278)"
47920,Grove Mountains 022214,L6,9,0.009,Found,2003,-72.778333,75.320833,"(-72.778333, 75.320833)"
30578,Frontier Mountain 03019,H6,9.02,0.00902,Found,2003,-72.95269,160.47017,"(-72.95269, 160.47017)"
47838,Grove Mountains 021682,L6,9.04,0.00904,Found,2003,-72.775556,75.329167,"(-72.775556, 75.329167)"
47921,Grove Mountains 022215,L5,9.08,0.00908,Found,2003,-72.778333,75.320833,"(-72.778333, 75.320833)"
47847,Grove Mountains 021727,L6,9.17,0.00917,Found,2003,-72.79,75.298056,"(-72.79, 75.298056)"
48090,Grove Mountains 023163,H4,9.25,0.00925,Found,2003,-72.773889,75.339444,"(-72.773889, 75.339444)"
47813,Grove Mountains 021507,H6,9.33,0.00933,Found,2003,-72.946111,75.269167,"(-72.946111, 75.269167)"
47818,Grove Mountains 021568,H4,9.34,0.00934,Found,2003,-72.938333,75.290278,"(-72.938333, 75.290278)"
47924,Grove Mountains 022232,L6,9.42,0.00942,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
47820,Grove Mountains 021588,L6,9.58,0.00958,Found,2003,-72.961389,75.224722,"(-72.961389, 75.224722)"
47923,Grove Mountains 022231,L6,9.62,0.00962,Found,2003,-72.778611,75.315278,"(-72.778611, 75.315278)"
47917,Grove Mountains 022188,L6,9.68,0.00968,Found,2003,-72.781111,75.292222,"(-72.781111, 75.292222)"
47849,Grove Mountains 021730,L6,9.72,0.00972,Found,2003,-72.790556,75.298889,"(-72.790556, 75.298889)"
47837,Grove Mountains 021681,L6,9.72,0.00972,Found,2003,-72.775833,75.330556,"(-72.775833, 75.330556)"
